,file_name,transcription,mms_model_transcription
321,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6725_377.240_3.880.wav,呃senior to support我去去,<unk>usimte arto spor 我 去去
322,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6727_381.400_2.180.wav,就是开始这个,就是开始这一个
323,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6729_383.660_1.900.wav,这方面的study,这方面的stardy
324,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6731_385.960_4.990.wav,然后对然后一开始的时候就是挺,然后对然后一开始了时候就是<unk>
325,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6733_391.550_2.610.wav,一开始的学习过程还是挺tough,一开始的学习过程还是<unk>tp
326,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6735_395.040_3.260.wav,然后后后来后来就是,<unk>后来后来就是
327,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6737_399.160_3.040.wav,后来也做了一段时间sentiment analysis,后来也做了一段时间centime analysis
328,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6739_402.800_4.820.wav,对这一块算比较easy the part然后,对这一块算比较一s的epark然后
329,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6741_410.320_3.460.wav,对我也做过一些generation task,对我也做过一些generation tuska
330,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6743_413.820_3.120.wav,就是比如说就是,就是比如说就是
331,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6745_417.260_2.440.wav,一些文章评论的generation,一切文章平论的generatin
332,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6747_421.580_5.300.wav,这个是我觉得比较interesting part的的那个topic,这一个说觉得比较interesting<unk>的的那个topic
333,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6749_427.100_2.940.wav,然后对我是当时,然后t我当时
334,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6751_430.620_2.980.wav,当时试了很多一些就是,当时试了很多一些就是
335,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6753_433.820_3.900.wav,就是他的任务就是说嗯给你一个article,就是他的论务就是说给你一个artic
336,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6755_438.200_2.480.wav,然后你需要模仿,然后你需要模法
337,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6757_441.340_5.160.wav,就是user去回去respond一些就是interesting的,就是游ter去去respond一些就是interesting的
338,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6759_446.720_1.410.wav,的的一些评论,<unk>对一些平软
339,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6761_448.870_1.070.wav,然后,然后l
340,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6763_452.460_1.480.wav,对挺有趣的我觉得,对<unk>有去的我觉得
341,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6764_453.940_0.520.wav,嗯,<unk>
342,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6766_455.380_5.410.wav,如果现在有一个呃问题问一下就是why why did you come to Hong Kong,如我现在有一个<unk>问题或你下就是wd去canto话ng好
343,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6768_461.680_3.100.wav,就是为什么来这边学习然后就是,就是我什么大这边学习然就是
344,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6770_465.160_2.520.wav,就是不去不留在,就是不去不流在
345,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6772_468.520_3.740.wav,大陆继续念啊不去呃US,大陆继实面而不去<unk>uus
346,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6774_472.720_3.260.wav,去念研究所那为什么选择来Hong Kong,去于天你就是那未香个学择来后c
347,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6776_476.700_6.920.wav,我觉得Hong Kong这样比较in between就是western还有eastern的的那种,我觉得候控这比较inbetwing就是western来有eeasten的的那种
348,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6778_484.800_1.920.wav,的的那种我culture,<unk>的那种我c觉
349,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6780_486.820_0.520.wav,嗯哼,
350,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6782_487.560_2.420.wav,对然后算是,对然后虽是
351,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6784_490.980_1.180.wav,比较,比较
352,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6786_492.720_6.880.wav,比较就是对我来说比较new但是又就是说比比较容易习惯,比较就是对我来说比较n有但是有就是说比较容易习惯
353,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6788_500.180_1.420.wav,所以,所以
354,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6790_502.540_1.260.wav,对所以呢,对所l
355,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6792_503.900_4.700.wav,you know this is like kind of different but like kind of not that big difference,the adit is a kind of different but like kind of nother big difference
356,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6794_508.920_0.740.wav,对,对
357,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6796_509.780_1.060.wav,所以其实,所以其是
358,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6798_511.360_2.580.wav,听起来蛮make sense我当初来,听起 ma maxsins我当出来
359,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6800_514.260_8.200.wav,就当初在做exchange student的时候就在apply to这个program的时候其实我是可以选择我要往哪个方向,就当出在做ixten toudn的s候l就做 dilge apply to tke programer s候ol其n的 我ors cation择我要玩拿的方向
360,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6802_522.960_4.900.wav,那我当初其实来选择来 [UNK] 是一个i'll say it's like a mistake,那有当出其实来选得l方nc去是一个<unk>lsase likmixtake
361,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6804_529.400_9.140.wav,mistake is because我当初其实原本是想要往US去走但我那时候是在the third i remember third year,miksdate is because我当初其实原们的想网ys去走到我那时候是在shr r且 meyby thir yer
362,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6806_538.920_7.820.wav,对再说apply for the fourth year i will我觉得我去exchange是在第四年的时候但是我apply是在third years的时候apply,对但说apli for t forc yer然我就我去一iextrians在i b四年的时候但是我apit在shird yrsapli
363,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6808_547.400_5.340.wav,对然后那时候apply的时候很很忙就是you know too too many,对以然后但s的p受但s很很忙就是<unk>能to tomany
364,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6810_553.180_11.200.wav,activities different kind of activities对有时候去忙一些那个舞会啊party呀有时候忙一些领队啊就是the low summer camp for students so i have lots of different kinds of,activities diferint cande activities对有说去m学那我会呀party啊然sm些i对呀就thlo summer camp for studentsso ihave lots of differint kis
365,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6812_564.980_3.220.wav,activities所以当时呢就很,aactivityes所以当时候就很
366,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6814_569.040_1.600.wav,很乱考了一些托福,很乱考了一些图服
367,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6816_571.580_2.360.wav,所以说托福那时候我印象中,就然是措服那是我定向中
368,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6818_574.300_2.960.wav,from our department如果我们要去申请,from a department如果我们要去申情
369,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6820_577.530_7.290.wav,就是美国学校的exchange的话托福toefl toefl score need to be like over one hundred and five,就是美国学校的ex验ng的话ttf tof sgor你tbe lk bo d nd fe
370,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6822_585.360_0.600.wav,yeah,y
371,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6824_586.280_10.460.wav,但是我就只有我不到一百才九十几那就 [UNK] 什么都没 [UNK] 就考到就做不到所以说就没办法去填任何在美国的的graduate school,但是我自只有我不道一百在九事几所就用层么都每定就是考到就就不道虽在说就没办把天任何在美有的的grede school
372,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6826_597.100_2.700.wav,对所以后来就说那就找一个,对所以后来就种后但这找一个
373,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6828_600.360_2.580.wav,找个地方which is speak in english,在个地方我是speekingenglish
374,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6830_603.460_1.140.wav,you know like a,yono l
375,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6832_604.620_3.560.wav,[UNK] 台湾台湾美从小到大全部都是,你当台玩台湾美从知到大学目走是
376,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6834_608.240_1.120.wav,Chinese speaking,chines beking
377,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6836_609.700_2.520.wav,like所有的教授什么都会说中文,但k所有的教搜什么都是说中文
378,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6838_612.400_0.780.wav,那,那
379,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6840_613.920_3.360.wav,就想找一个诶这个环境是至少是英语授课,就像找一个a特个环境是自早是英语手课
380,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6842_617.660_3.680.wav,就professor就第一个是这个学校的rank也不要,就profes就d一个是这学校的任n可也比要
381,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6844_621.620_0.960.wav,不要太低,比太d
382,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6846_622.820_2.000.wav,对然后环境也要,对然后不进也
383,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6848_624.960_7.200.wav,也也是英语方向为主然后整个亚洲这样看起来不是Hong Kong就是Singapore,也也是应语方像围足然后整个雅做家看下来不是honc就是singapor
384,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6850_633.120_1.260.wav,对就这两个地方,对就得两个地方
385,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6852_634.500_2.410.wav,那刚好就是就是,那高好就是就是
386,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6854_637.020_7.520.wav,就 [UNK] 我们我们的department跟这边的那个 [UNK] engineering有合作所以就过来,就我那我们我们的department跟这边的那个scorf iengineering有和诉所以就过来
387,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6856_645.120_3.440.wav,对这是我过来香港的原因其实,对所得是我过然去商港原意其实
388,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6858_649.080_4.640.wav,not what I expected in the beginning but just对最后就回到这里,snobati expecdediin tbeginningbujs对最后就回到自里
389,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6860_655.240_3.740.wav,那你来之前的时候已经想好你的major了吗,那你来之前的时候一经相好你的m就人吗
390,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6862_659.140_1.120.wav,还是,还是
391,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6864_660.840_7.320.wav,就是你在申请就是不认识American University或者就是Hong Kong的Singapore的,就是你在申请就是bl时american的uuniversiity或者就是hncon的singapor的
392,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6866_668.440_3.680.wav,就是你已经想好你要念哪个major了吗,就是你一经想好你要你哪个媒觉人吗
393,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6868_673.600_3.220.wav,major你是说大学的时候的major,maijer你做大学的时候的mager
394,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6870_676.939_3.841.wav,我是说就是postgraduate的major,我是说就是post graduat的m觉
395,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6872_681.549_0.910.wav,哦,<unk><unk>
396,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6874_682.520_4.100.wav,就是你申请那些university你不是要applied就是,就是你申请那些universittym你不是要apli就是
397,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6876_687.120_1.110.wav,不同的major吗,不团了没就r吗
398,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6878_688.279_0.430.wav,呃,
399,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6880_689.040_6.080.wav,我的方法比较不一样是因为在做extra申请extra的时候不用选你要去哪一个department,我的方来不较不一样是因为在做一应算几一确的是不用选你要去哪个dpartment
400,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6882_695.840_5.720.wav,就你要申请去交换你并不需要去说哦我要去哪一个department交换是直接选school,就你要生体去教换你必不需要去说a我去哪一个de poriment教话是世接选cl
401,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6884_701.760_2.660.wav,我要去这个university做交换,我去这个有niversit做交换
402,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6886_705.020_8.120.wav,所以但是跟那这跟major没关系的你说的major可能是哦我接下来要apply到graduate school的时候我要往computer science和往electric engineering,所以但是跟那这跟majrm关系的你说者majorpu能ensol我接下呀的tli dof qadur schools我要往capput science w往n一tth contineoring
403,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6888_713.160_3.840.wav,还是company engineering去做这个这个地方是是要决定的,还是cp电gn而r去做这个这个地方是是要学定的
404,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6890_717.280_3.900.wav,对那我当初其实是我本科是e background,对得我当速去实是o本e科是ebakgrond
405,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6892_721.380_3.840.wav,就是本身是做艺体出身的但是在做其实我们艺体是,就是本上做i体触神的但是但做其实我们in题也是
406,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6894_725.860_3.160.wav,我们的department其实hardware跟software其实是各半,但个我们的d方们学得howwr跟solperg一就各半
407,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6896_729.370_1.150.wav,对所以,对以所以
408,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6898_730.900_2.340.wav,我原本就打算,我原本就打算
409,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6900_733.380_3.780.wav,graduate school就是往software software related的方向去走,gd scoths o sosoftwerredati的方才[择
410,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6902_737.360_3.280.wav,对所以呢申请过来其实我原本申请过来我并不是要做,对所以那的申情过来其实我人不身情g来我并不知做
411,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6904_741.110_3.670.wav,我并不是要做N L P的对我并不是要做natural language processing,我并不知做anlp就我并不知做natr任个去processing
412,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6906_745.420_2.420.wav,我原本是想要做robotics相关的事情,我也不是小做robattic相关的事情
413,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6908_748.200_1.960.wav,对然后那时候 [UNK],对男后的s打一个
414,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6912_752.520_4.260.wav,但是我的supervisor就跟我说也不是supervisor就是我的呃,但s我的是不吧s就跟我说也不是s不吧然s我的<unk>
415,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6914_757.140_1.700.wav,呃possible supervisor,<unk>psmsv<unk>i思
416,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6916_758.920_8.620.wav,也就是我现在supervisor呢就跟我说哎那你过来跟我做我就给你一些robotics相关的题目啊这样子做那我就说哎那其实,给决s我现下s个百cr呢就跟我说那你过来更我做我就给你一些robarttis这关人题目啊让子做然当我这是上够人在其实
417,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6918_767.760_4.340.wav,感觉还不错robotics就是robotics mix with language application,canyou hav 不trobotic 就s robotics mix with language application
418,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6920_772.140_1.140.wav,kind of interested,kid of injusty
419,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6922_773.500_1.280.wav,对所以我就过来了,对也些我觉过来
420,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6924_775.650_7.610.wav,然后过来之后呢就对选选择主题又是另外一回事情了但是就是过来之后就渐渐的就越往,然后过来之后呢就对神全得组体有是那<unk>回事情的但是就是过来自后就渐渐的粤越往
421,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6926_784.120_1.100.wav,越往,越网
422,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6928_785.780_3.760.wav,呃就非艺体的方向去走,<unk>就非印题的方向去做
423,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6930_789.560_6.440.wav,对我的我undergraduate的时候学的major也是,对我的我unte graduat的时候学得m者也是
424,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6932_796.100_1.800.wav,也是那个hardware,也是那个hwer
425,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6934_798.220_6.440.wav,然后在打算申请graduate school的时候我考虑过挺多major的,然后在打上生请gradua school的时候我考虑过<unk>多m着的
426,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6936_805.040_1.820.wav,有就是,有就是
427,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6938_806.900_4.820.wav,那个往material的方向走或者往那个integrities,那个我meateorial的方向种或者我那个integratis
428,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6940_811.780_1.740.wav,呃secrete方向走,<unk>silcret方向种
429,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6942_813.580_3.340.wav,或者就是往往那个software方向走,或者就是放我那个sofar方向走
430,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6944_828.360_2.980.wav,对就是当时考虑过挺多major的,对就是当时考虑过<unk>多m者的
431,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6946_831.480_2.780.wav,然后我也面试了很多不同的professor,然后我也面是了很多不同的prfesr
432,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6948_834.880_1.340.wav,当时,当时
433,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6950_836.560_7.040.wav,当时其实有一个就是做communication的professor想找我进组,当时其实有一个就是做communication的professor想造我进术
434,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6952_844.020_4.820.wav,然后但是我当时读了很多相关的paper,然后但是我当时读了很多相关的paper
435,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6954_849.040_3.660.wav,然后发现我真正的兴趣并不是在这里,然后发现我真圳的兴去并不是在这里
436,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6956_852.860_0.840.wav,然后,然后
437,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6958_854.120_4.380.wav,that's the reason我来就是最后决定做那个,lese reson我来就是最后决定做那个
438,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6960_858.520_2.080.wav,还是做software的方向,还是做selfwar的方想
439,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6962_863.280_0.700.wav,是,是
440,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6964_864.240_1.060.wav,那,那
441,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6966_865.700_3.040.wav,那不如我们就跳到下一个topic topic吧,啊不如我们就t了系还个torpic torpi吧
442,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses1_spk3_L6968_868.760_0.900.wav,可以,可
443,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10625_2.1000_1.0300.wav,boys and girls,pos ingos
444,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10627_4.5400_4.1200.wav,so you can say you play you like toplaytennis,so y you say you play you right to playtennis
445,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10629_9.0400_4.6500.wav,so have you ever play tennis with other people with the same team,so have you ever playtennis which are the people in the same thing
446,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10633_16.2500_5.8650.wav,in the same team you like four people are playing tennis together and two of you in this side,in the same thim you like four people ure pleing tennis together and trew in this site
447,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10639_25.5350_3.1550.wav,男女都有但两个人一起打就是两个一起,男你都有但两个人起的蛮就是两个人题
448,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10644_35.7300_0.5300.wav,嗯,<unk>
449,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10651_47.5100_0.8800.wav,男女打,那你g
450,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10653_48.6350_0.7850.wav,男女打,<unk>
451,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10657_53.8700_0.4600.wav,嗯,
452,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10663_60.5360_1.0740.wav,嗯why,<unk>w
453,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10665_62.2300_1.1700.wav,because the,s
454,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10674_71.7630_0.3770.wav,嗯,<unk>
455,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10677_75.6110_0.3630.wav,嗯,<unk>
456,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10681_79.8100_0.6120.wav,嗯,<unk>
457,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10687_85.9630_1.4070.wav,男女还是要混合一下,<unk>女还是要混会一下
458,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10690_88.8350_1.9350.wav,有没有其他的原因,没有其他原因
459,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10692_90.9900_1.6970.wav,只是因为搭配的问题,只是因为打肥的问题
460,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10696_96.6120_0.5630.wav,嗯,<unk>
461,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10700_101.5000_0.5380.wav,OK,ok
462,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10702_103.2450_1.3300.wav,so uh,<unk><unk>
463,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/ASCEND/waves/ses2_spk17_L10706_108.6050_0.9050.wav,um,
